Subject	Sex	Group	Age	Date	Day	Session	Condition	trial_number	Side	Distractor_left	Distractor_right	Platform	chosen_level	chose_side	correct	Comment	Level mistakes	Switches	Chosen_distractor	switching_mistakes
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	19	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	20	l			1		l	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	21	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	22	l			1		l	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	23	r			1		r	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	24	l			1		r	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	25	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	26	l			1		l	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	27	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	28	l			1		r	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	29	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	30	l			1		l	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	31	r			1		r	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	32	l			1		l	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	33	r			2		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	34	l			2		l	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	35	r			2		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	36	l			2		l	1					
Oscar	m	old chimps	21	03/12/2018	16	1	Training01	37	r			2		l	0					
Oscar	m	old chimps	21	03/12/2018	16	1	Training01	38	l			2		r	0					
Oscar	m	old chimps	21	03/12/2018	16	1	Training01	39	r			2		r	1					
Oscar	m	old chimps	21	03/12/2018	16	1	Training01	40	l			2		r	0					
Oscar	m	old chimps	21	03/12/2018	16	1	Training01	41	r			2		r	1					
Oscar	m	old chimps	21	03/12/2018	16	1	Training01	42	l			2		l	1					
Oscar	m	old chimps	21	03/12/2018	16	1	Training01	43	l			2		l	1					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	1	l			1		r	0					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	2	r			1		l	0					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	3	l			1		r	0					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	4	r			1		l	0					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	5	l			1		l	1					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	6	r			1		r	1					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	7	l			1		r	0					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	8	r			1		r	1					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	9	r			1		l	0					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	10	l			1		r	0					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	11	r			1		r	1					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	12	l			1		r	0					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	13	r			1		r	1					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	14	r			1		r	1					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	15	l			1		r	0					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	16	l			1		l	1					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	17	r			1		r	1					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	18	l			1		l	1					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	19	r			2		r	1					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	20	l			2		r	0					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	21	r			2		l	0					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	22	l			2		l	1					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	23	r			2		r	1					
Judy	f	old chimps	35	03/12/2018	16	1	Training01	24	l			2		l	1					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	1	l			1		r	0					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	2	r			1		l	0					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	3	l			1		l	1	with apple from this trial				
Alley	f	old chimps	31	03/12/2018	16	1	Training01	4	r			1		l	0					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	5	l			1		l	1					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	6	r			1		l	0					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	7	l			1		l	1					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	8	r			1		l	0					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	9	r			1		r	1					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	10	l			1		l	1					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	11	r			1		r	1					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	12	l			2		l	1					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	13	r			2		l	0					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	14	r			2		l	0					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	15	l			2		l	1					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	16	l			2		l	1					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	17	r			2		l	0					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	18	l			2		l	1					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	19	r			2		r	1					
Alley	f	old chimps	31	03/12/2018	16	1	Training01	20	l			2		l	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	1	l			1		r	0					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	2	r			1		l	0					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	3	l			1		r	0					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	4	r			1		l	0					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	5	l			1		r	0					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	6	r			1		r	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	7	l			1		r	0					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	8	r			1		r	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	9	r			1		r	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	10	l			1		l	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	11	r			2		r	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	12	l			2		r	0					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	13	r			2		r	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	14	r			2		r	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	15	l			2		r	0					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	16	l			2		r	0					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	17	r			2		r	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	18	l			2		r	0					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	19	r			2		r	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	20	l			2		r	0					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	21	r			2		r	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	22	l			2		r	0					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	23	r			2		r	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	24	l			2		r	0					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	25	r			2		r	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	26	l			2		l	1					
Ajabu	f	old chimps	10	03/12/2018	16	1	Training01	27	r			2		r	1					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	1	r			1		l	0					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	2	l			1		l	1					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	3	r			1		r	1					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	4	l			1		l	1					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	5	l			2		l	1					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	6	r			2		l	0					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	7	l			2		l	1					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	8	r			2		l	0					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	9	r			2		l	0					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	10	l			2		l	1					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	11	r			2		l	0					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	12	l			2		r	0					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	13	r			2		l	0					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	14	r			2		l	0					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	15	l			2		r	0					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	16	l			2		l	1					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	17	r			2		l	0					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	18	l			2		l	1					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	19	r			2		r	1					
Angela	f	old chimps	7	03/12/2018	16	1	Training01	20	l			2		l	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	1	r	box	grey	1	upper	l	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	2	l	box	grey	1	lower	l	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	3	r	grey	box	1	lower	l	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	4	l	grey	box	1	lower	l	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	5	r	box	grey	1	lower	r	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	6	l	box	grey	1	upper	l	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	7	r	grey	box	1	lower	r	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	8	l	grey	box	1	upper	l	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	9	r	box	grey	1	upper	r	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	10	l	grey	box	1	lower	r	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	11	r	grey	box	1	lower	r	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	12	l	box	grey	1	lower	r	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	13	r	grey	box	1	lower	r	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	14	l	grey	box	1	lower	r	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	15	r	box	grey	1	lower	r	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	16	l	box	grey	1	lower	r	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	17	r	box	grey	1	lower	r	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	18	l	grey	box	1	lower	r	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	19	l	box	grey	1	lower	l	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	20	r	box	grey	1	lower	l	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	21	l	box	grey	1	lower	l	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	22	r	box	grey	1	lower	r	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	23	l	grey	box	1	lower	l	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	24	r	grey	box	2	lower	l	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	25	r	box	grey	2	upper	l	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	26	l	box	grey	2	lower	l	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	27	r	grey	box	2	lower	l	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	28	l	grey	box	2	lower	l	0					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	29	r	box	grey	2	upper	r	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	30	l	box	grey	2	upper	l	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	31	r	grey	box	2	upper	r	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	32	l	grey	box	1	lower	l	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	33	r	box	grey	1	lower	r	1					
Oscar	m	old chimps	21	03/12/2018	17	2	Training02	34	l	grey	box	1	lower	l	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	1	r	box	grey	1	lower	r	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	2	l	box	grey	1	lower	r	0					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	3	r	grey	box	1	lower	r	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	4	l	grey	box	1	upper	r	0					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	5	r	box	grey	1	lower	r	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	6	l	box	grey	1	upper	l	0					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	7	r	grey	box	1	lower	r	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	8	l	grey	box	1	lower	r	0					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	9	r	box	grey	1	lower	r	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	10	l	grey	box	1	lower	l	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	11	r	grey	box	1	lower	r	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	12	l	box	grey	2	upper	r	0					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	13	r	grey	box	2	upper	r	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	14	l	grey	box	2	lower	r	0					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	15	r	box	grey	2	upper	l	0					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	16	l	box	grey	2	lower	r	0					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	17	r	grey	box	2	upper	r	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	18	l	grey	box	2	upper	r	0					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	19	l	box	grey	2	upper	l	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	20	r	box	grey	2	upper	r	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	21	l	box	grey	2	upper	r	0					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	22	r	box	grey	2	upper	r	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	23	l	grey	box	2	upper	l	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	24	r	grey	box	2	upper	r	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	25	r	box	grey	1	lower	r	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	26	l	box	grey	1	lower	r	0					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	27	r	grey	box	1	lower	r	1					
Judy	f	old chimps	35	04/12/2018	17	2	Training02	28	l	grey	box	1	lower	l	1					
Alley	f	old chimps	31	04/12/2018	17	2	Training02	1	r	box	grey	1	lower	r	1					
Alley	f	old chimps	31	04/12/2018	17	2	Training02	2	l	box	grey	1	lower	l	1					
Alley	f	old chimps	31	04/12/2018	17	2	Training02	3	r	grey	box	1	lower	r	1					
Alley	f	old chimps	31	04/12/2018	17	2	Training02	4	l	grey	box	2	lower	l	0					
Alley	f	old chimps	31	04/12/2018	17	2	Training02	5	r	box	grey	2	lower	l	0					
Alley	f	old chimps	31	04/12/2018	17	2	Training02	6	l	box	grey	2	upper	l	1					
Alley	f	old chimps	31	04/12/2018	17	2	Training02	7	r	grey	box	2	upper	l	0					
Alley	f	old chimps	31	04/12/2018	17	2	Training02	8	l	grey	box	2	upper	l	1					
Alley	f	old chimps	31	04/12/2018	17	2	Training02	9	r	box	grey	2	upper	r	1					
Alley	f	old chimps	31	04/12/2018	17	2	Training02	10	l	grey	box	2	upper	l	1					
Alley	f	old chimps	31	04/12/2018	17	2	Training02	11	r	grey	box	1	lower	r	1					
Alley	f	old chimps	31	04/12/2018	17	2	Training02	12	l	box	grey	1	lower	l	1					
Alley	f	old chimps	31	04/12/2018	17	2	Training02	13	r	grey	box	1	lower	r	1					
Ajabu	f	old chimps	10	04/12/2018	17	2	Training02	1	r	box	grey	1	lower	r	1					
Ajabu	f	old chimps	10	04/12/2018	17	2	Training02	2	l	box	grey	1	lower	l	1					
Ajabu	f	old chimps	10	04/12/2018	17	2	Training02	3	r	grey	box	1	lower	r	1					
Ajabu	f	old chimps	10	04/12/2018	17	2	Training02	4	l	grey	box	2	lower	r	0					
Ajabu	f	old chimps	10	04/12/2018	17	2	Training02	5	r	box	grey	2	lower	r	0					
Ajabu	f	old chimps	10	04/12/2018	17	2	Training02	6	l	box	grey	2	lower	l	0					
Ajabu	f	old chimps	10	04/12/2018	17	2	Training02	7	r	grey	box	2	upper	l	0					
Ajabu	f	old chimps	10	04/12/2018	17	2	Training02	8	l	grey	box	2	upper	l	1					
Ajabu	f	old chimps	10	04/12/2018	17	2	Training02	9	r	box	grey	2	upper	r	1					
Ajabu	f	old chimps	10	04/12/2018	17	2	Training02	10	l	grey	box	2	upper	l	1					
Ajabu	f	old chimps	10	04/12/2018	17	2	Training02	11	r	grey	box	1	lower	r	1					
Ajabu	f	old chimps	10	04/12/2018	17	2	Training02	12	l	box	grey	1	lower	l	1					
Ajabu	f	old chimps	10	04/12/2018	17	2	Training02	13	r	grey	box	1	lower	r	1					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	1	r	box	grey	1	lower	l	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	2	l	box	grey	1	lower	r	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	3	r	box	grey	1	lower	r	1					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	4	l	box	grey	1	lower	r	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	5	r	grey	box	1	lower	r	1					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	6	l	box	grey	1	lower	l	1					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	7	r	grey	box	1	lower	r	1					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	8	l	grey	box	2	lower	r	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	9	r	box	grey	2	lower	l	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	10	l	grey	box	2	lower	r	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	11	r	grey	box	2	lower	r	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	12	l	box	grey	2	lower	l	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	13	r	grey	box	2	upper	r	1					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	14	l	grey	box	2	lower	l	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	15	r	box	grey	2	lower	l	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	16	l	box	grey	2	upper	l	1					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	17	r	grey	box	2	lower	r	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	18	l	grey	box	2	lower	r	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	19	l	box	grey	2	lower	r	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	20	r	box	grey	2	upper	r	1					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	21	l	box	grey	2	lower	r	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	22	r	box	grey	2	lower	r	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	23	l	grey	box	2	lower	l	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	24	r	grey	box	2	lower	l	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	25	r	box	grey	2	lower	r	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	26	l	box	grey	2	lower	l	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	27	r	grey	box	2	upper	r	1					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	28	l	grey	box	2	lower	l	0					
Angela	f	old chimps	7	04/12/2018	17	2	Training02	29	r	box	grey	2	lower	r	0	30 min session limit reached				
Angela	f	old chimps	7	05/12/2018	17	3	Training02	30	l	box	grey	2	upper	l	1					
Angela	f	old chimps	7	05/12/2018	17	3	Training02	31	r	grey	box	2	upper	r	1					
Angela	f	old chimps	7	05/12/2018	17	3	Training02	32	l	grey	box	2	upper	l	1					
Angela	f	old chimps	7	05/12/2018	17	3	Training02	33	r	box	grey	1	lower	r	1					
Angela	f	old chimps	7	05/12/2018	17	3	Training02	34	l	grey	box	1	lower	l	1					
Angela	f	old chimps	7	05/12/2018	17	3	Training02	35	r	grey	box	1	lower	r	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	1	l	D2	D1	2	upper	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	2	r	D1	D2	2	upper	l	0					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	3	l	D1	D2	2	lower	l	0		1		D1	0
Oscar	m	old chimps	21	04/12/2018	18	3	Test	4	r	D2	D1	2	upper	l	0					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	5	r	D1	D2	2	upper	r	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	6	l	D2	D1	2	upper	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	7	r	D2	D1	2	lower	l	0		1		D2	1
Oscar	m	old chimps	21	04/12/2018	18	3	Test	8	l	D1	D2	2	upper	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	9	l	D2	D1	2	upper	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	10	r	D1	D2	2	upper	l	0					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	11	r	D2	D1	2	upper	l	0					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	12	l	D1	D2	2	upper	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	13	r	D1	D2	2	upper	l	0					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	14	l	D2	D1	2	upper	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	15	r	D2	D1	2	upper	l	0					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	16	l	D1	D2	2	upper	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	17	r	D1	D2	2	upper	l	0					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	18	l	D2	D1	2	upper	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	19	r	D2	D1	2	upper	l	0					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	20	l	D2	D1	2	upper	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	21	l	D1	D2	2	upper	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	22	r	D1	D2	2	upper	l	0					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	23	r	D2	D1	2	upper	r	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	24	l	D1	D2	2	upper	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	25	l	D1	D2	2	upper	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	26	r	D2	D1	1	lower	r	1			1		
Oscar	m	old chimps	21	04/12/2018	18	3	Test	27	r	D1	D2	1	lower	r	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	28	l	D2	D1	1	lower	r	0					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	29	r	D1	D2	1	lower	r	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	30	l	D2	D1	1	lower	r	0					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	31	r	D2	D1	1	lower	r	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	32	l	D1	D2	1	lower	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	33	l	D2	D1	1	lower	l	1					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	34	r	D1	D2	2	upper	l	0			1		
Oscar	m	old chimps	21	04/12/2018	18	3	Test	35	r	D2	D1	2	upper	l	0					
Oscar	m	old chimps	21	04/12/2018	18	3	Test	36	l	D1	D2	2	upper	l	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	1	l	D1	D2	2	lower	r	0		1		D2	1
Judy	f	old chimps	35	05/12/2018	18	3	Test	2	r	D2	D1	2	upper	r	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	3	r	D1	D2	2	upper	r	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	4	l	D2	D1	2	upper	r	0					
Judy	f	old chimps	35	05/12/2018	18	3	Test	5	r	D1	D2	2	upper	l	0					
Judy	f	old chimps	35	05/12/2018	18	3	Test	6	l	D2	D1	2	upper	l	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	7	r	D2	D1	2	upper	r	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	8	l	D1	D2	2	lower	r	0		1		D2	1
Judy	f	old chimps	35	05/12/2018	18	3	Test	9	l	D2	D1	2	upper	l	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	10	r	D1	D2	2	upper	r	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	11	r	D2	D1	2	upper	r	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	12	l	D1	D2	1	lower	l	1			1		
Judy	f	old chimps	35	05/12/2018	18	3	Test	13	r	D1	D2	1	lower	r	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	14	l	D2	D1	1	upper	r	0		1		D1	1
Judy	f	old chimps	35	05/12/2018	18	3	Test	15	r	D2	D1	1	lower	r	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	16	l	D1	D2	1	upper	r	0		1		D2	0
Judy	f	old chimps	35	05/12/2018	18	3	Test	17	r	D1	D2	1	lower	r	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	18	l	D2	D1	1	lower	l	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	19	r	D2	D1	1	upper	l	0		1		D2	0
Judy	f	old chimps	35	05/12/2018	18	3	Test	20	l	D1	D2	1	upper	r	0		1		D2	0
Judy	f	old chimps	35	05/12/2018	18	3	Test	21	l	D2	D1	1	upper	r	0		1		D1	1
Judy	f	old chimps	35	05/12/2018	18	3	Test	22	r	D1	D2	1	lower	r	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	23	r	D2	D1	1	lower	l	0					
Judy	f	old chimps	35	05/12/2018	18	3	Test	24	l	D1	D2	1	upper	r	0		1		D2	0
Judy	f	old chimps	35	05/12/2018	18	3	Test	25	l	D1	D2	1	lower	l	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	26	r	D2	D1	1	lower	r	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	27	r	D1	D2	1	upper	r	0		1		D2	0
Judy	f	old chimps	35	05/12/2018	18	3	Test	28	l	D2	D1	1	upper	r	0		1		D1	1
Judy	f	old chimps	35	05/12/2018	18	3	Test	29	r	D1	D2	1	upper	r	0		1		D2	0
Judy	f	old chimps	35	05/12/2018	18	3	Test	30	l	D2	D1	1	lower	r	0					
Judy	f	old chimps	35	05/12/2018	18	3	Test	31	r	D2	D1	1	lower	r	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	32	l	D1	D2	1	upper	r	0		1		D2	0
Judy	f	old chimps	35	05/12/2018	18	3	Test	33	l	D2	D1	1	lower	l	1					
Judy	f	old chimps	35	05/12/2018	18	3	Test	34	r	D1	D2	1	lower	r	1					
